,location,total_sqft,bath,price,BHK
236,Electronic City,1060.0,2.0,94.33962264150944,2
237,Electronic City,1152.0,2.0,86.80555555555556,2
238,Electronic City,1350.0,2.0,74.07407407407408,3
239,Electronic City,1070.0,2.0,93.45794392523365,2
240,Electronic City,1025.0,2.0,97.5609756097561,2
241,Electronic City,1100.0,2.0,90.9090909090909,2
242,Electronic City,1200.0,3.0,83.33333333333333,3
243,Electronic City,910.0,2.0,109.89010989010988,2
244,Electronic City,1108.0,2.0,90.25270758122744,2
245,Electronic City,1128.0,2.0,88.65248226950355,2
246,Electronic City,1128.0,2.0,88.65248226950355,2
247,Electronic City,1125.0,2.0,88.88888888888889,2
248,Electronic City,1094.0,2.0,91.40767824497257,2
249,Electronic City,1070.0,2.0,93.45794392523365,2
250,Electronic City,940.0,2.0,106.38297872340425,2
251,Electronic City,1320.0,2.0,75.75757575757575,3
252,Electronic City,1128.0,2.0,88.65248226950355,2
253,Electronic City,1342.0,2.0,74.51564828614009,2
254,Electronic City,1360.0,2.0,73.52941176470588,3
255,Electronic City,880.0,2.0,113.63636363636364,2
256,Electronic City,1265.0,2.0,79.05138339920948,2
257,Electronic City,1128.0,2.0,88.65248226950355,2
258,Electronic City,1070.0,2.0,93.45794392523365,2
259,Electronic City,890.0,2.0,112.35955056179775,2
260,Electronic City,1128.0,2.0,88.65248226950355,2
261,Electronic City,865.0,2.0,115.60693641618496,2
262,Electronic City,1130.0,2.0,88.49557522123894,2
263,Electronic City,910.0,2.0,109.89010989010988,2
264,Electronic City,975.0,2.0,102.56410256410257,2
265,Electronic City,1360.0,2.0,73.52941176470588,3
266,Electronic City,1128.0,2.0,88.65248226950355,2
267,Electronic City,1070.0,2.0,93.45794392523365,2
268,Electronic City,1025.0,2.0,97.5609756097561,2
269,Electronic City,1571.0,3.0,63.653723742838956,3
270,Electronic City,1111.0,3.0,90.00900090009002,3
271,Electronic City,870.0,2.0,114.94252873563218,2
272,Electronic City,921.0,2.0,108.57763300760044,2
273,Electronic City,1374.0,2.0,72.7802037845706,3
274,Electronic City,1100.0,2.0,90.9090909090909,2
275,Electronic City,1128.0,2.0,88.65248226950355,2
276,Electronic City,1128.0,2.0,88.65248226950355,2
277,Electronic City,1220.0,2.0,81.9672131147541,3
278,Electronic City,1100.0,2.0,90.9090909090909,2
279,Electronic City,1563.0,3.0,63.97952655150352,3
280,Electronic City,1000.0,2.0,100.0,2
281,Electronic City,1025.0,2.0,97.5609756097561,2
282,Electronic City,1070.0,2.0,93.45794392523365,2
283,Electronic City,1350.0,3.0,74.07407407407408,3
284,Electronic City,1000.0,2.0,100.0,2
285,Electronic City,1020.0,2.0,98.03921568627452,2
286,Electronic City,1400.0,2.0,71.42857142857143,3
287,Electronic City,1128.0,2.0,88.65248226950355,2
288,Electronic City,1360.0,2.0,73.52941176470588,3
289,Electronic City,1150.0,2.0,86.95652173913044,2
290,Electronic City,1571.0,3.0,63.653723742838956,3
291,Electronic City,1090.0,2.0,91.74311926605505,2
292,Electronic City,1089.0,2.0,91.82736455463728,2
293,Electronic City,1110.0,2.0,90.09009009009009,2
294,Electronic City,1130.0,2.0,88.49557522123894,2
295,Electronic City,1500.0,2.0,66.66666666666667,3
296,Electronic City,1440.0,2.0,69.44444444444444,3
297,Electronic City,1156.0,2.0,86.50519031141869,3
298,Electronic City,1400.0,2.0,71.42857142857143,3
299,Electronic City,1152.0,2.0,86.80555555555556,2
300,Electronic City,1070.0,2.0,93.45794392523365,2
301,Electronic City,1128.0,2.0,88.65248226950355,2
302,Electronic City,1200.0,2.0,83.33333333333333,2
303,Electronic City,1152.0,2.0,86.80555555555556,2
304,Electronic City,1225.0,3.0,81.63265306122449,3
305,Electronic City,1070.0,2.0,93.45794392523365,2
306,Electronic City,1060.0,2.0,94.33962264150944,2
307,Electronic City,1025.0,2.0,97.5609756097561,2
308,Electronic City,1105.0,2.0,90.49773755656109,3
309,Electronic City,1000.0,2.0,100.0,2
310,Electronic City,1500.0,2.0,66.66666666666667,3
311,Electronic City,1213.0,2.0,82.44023083264634,2
312,Electronic City,1575.0,3.0,63.492063492063494,3
313,Electronic City,1449.0,3.0,69.01311249137336,3
314,Electronic City,1310.0,2.0,76.33587786259542,3
315,Electronic City,1125.0,2.0,88.88888888888889,2
316,Electronic City,1090.0,2.0,91.74311926605505,2
317,Electronic City,1575.0,3.0,63.492063492063494,3
318,Electronic City,919.0,2.0,108.8139281828074,2
319,Electronic City,1500.0,2.0,66.66666666666667,3
320,Electronic City,1363.0,2.0,73.36757153338225,2
321,Electronic City,1156.0,2.0,86.50519031141869,2
322,Electronic City,1020.0,2.0,98.03921568627452,2
323,Electronic City,1108.0,2.0,90.25270758122744,2
324,Electronic City,1160.0,2.0,86.20689655172414,2
325,Electronic City,1128.0,2.0,88.65248226950355,2
326,Electronic City,1170.0,2.0,85.47008547008546,2
327,Electronic City,1060.0,2.0,94.33962264150944,2
328,Electronic City,1410.0,2.0,70.92198581560284,3
329,Electronic City,1020.0,2.0,98.03921568627452,2
330,Electronic City,1025.0,2.0,97.5609756097561,2
331,Electronic City,1000.0,2.0,100.0,2
332,Electronic City,1449.0,3.0,69.01311249137336,3
333,Electronic City,1065.0,2.0,93.89671361502347,2
334,Electronic City,1070.0,2.0,93.45794392523365,2
335,Electronic City,1210.0,2.0,82.64462809917356,2
336,Electronic City,1500.0,2.0,66.66666666666667,3
337,Electronic City,1033.0,2.0,96.8054211035818,3
338,Electronic City,1070.0,2.0,93.45794392523365,2
339,Electronic City,1125.0,2.0,88.88888888888889,2
340,Electronic City,1165.0,2.0,85.83690987124463,2
341,Electronic City,919.0,2.0,108.8139281828074,2
342,Electronic City,1073.0,2.0,93.19664492078286,2
343,Electronic City,1500.0,2.0,66.66666666666667,3
344,Electronic City,1070.0,2.0,93.45794392523365,2
345,Electronic City,1210.0,2.0,82.64462809917356,2
346,Electronic City,1296.0,2.0,77.1604938271605,2
347,Electronic City,1140.0,2.0,87.71929824561404,2
348,Electronic City,1200.0,2.0,83.33333333333333,2
349,Electronic City,1096.0,2.0,91.24087591240875,2
350,Electronic City,1017.0,2.0,98.32841691248771,2
351,Electronic City,1130.0,2.0,88.49557522123894,2
352,Electronic City,1110.0,2.0,90.09009009009009,2
353,Electronic City,1025.0,2.0,97.5609756097561,2
354,Electronic City,940.0,2.0,106.38297872340425,2
355,Electronic City,1500.0,2.0,66.66666666666667,3
356,Electronic City,1355.0,2.0,73.80073800738008,2
357,Electronic City,1200.0,2.0,83.33333333333333,2
358,Electronic City,1175.0,2.0,85.1063829787234,2
359,Electronic City,1500.0,2.0,66.66666666666667,3
360,Electronic City,1039.0,2.0,96.24639076034649,2
361,Electronic City,919.0,2.0,108.8139281828074,2
362,Electronic City,1128.0,2.0,88.65248226950355,2
363,Electronic City,1159.0,2.0,86.28127696289906,3
364,Electronic City,1070.0,2.0,93.45794392523365,2
365,Electronic City,1025.0,1.0,97.5609756097561,2
366,Electronic City,1571.0,3.0,63.653723742838956,3
367,Electronic City,1470.0,2.0,68.02721088435374,3
368,Electronic City,1350.0,3.0,74.07407407407408,3
369,Electronic City,1320.0,2.0,75.75757575757575,3
370,Electronic City,1090.0,2.0,91.74311926605505,2
371,Electronic City,1050.0,2.0,95.23809523809524,3
372,Electronic City,1128.0,2.0,88.65248226950355,2
373,Electronic City,1355.0,2.0,73.80073800738008,2
374,Electronic City,1128.0,2.0,88.65248226950355,2
375,Electronic City,1096.0,2.0,91.24087591240875,2
376,Electronic City,1150.0,2.0,86.95652173913044,2
377,Electronic City,1355.0,2.0,73.80073800738008,2
378,Electronic City,1200.0,2.0,83.33333333333333,2
379,Electronic City,1200.0,2.0,83.33333333333333,2
380,Electronic City,1150.0,2.0,86.95652173913044,2
381,Electronic City,1165.0,2.0,85.83690987124463,2
382,Electronic City,1020.0,2.0,98.03921568627452,2
383,Electronic City,865.0,2.0,115.60693641618496,2
384,Electronic City,800.0,2.0,125.0,2
385,Electronic City,970.0,2.0,103.09278350515464,2
386,Electronic City,1108.0,2.0,90.25270758122744,2
387,Electronic City,1100.0,2.0,90.9090909090909,2
388,Electronic City,975.0,2.0,102.56410256410257,2
389,Electronic City,1142.0,2.0,87.56567425569177,2
390,Electronic City,1070.0,2.0,93.45794392523365,2
391,Electronic City,1160.0,2.0,86.20689655172414,3
392,Electronic City,1360.0,2.0,73.52941176470588,3
393,Electronic City,1128.0,2.0,88.65248226950355,2
394,Electronic City,890.0,2.0,112.35955056179775,2
395,Electronic City,1065.0,2.0,93.89671361502347,2
396,Electronic City,1127.0,2.0,88.73114463176574,2
397,Electronic City,825.0,2.0,121.21212121212122,2
398,Electronic City,1200.0,2.0,83.33333333333333,2
399,Electronic City,1360.0,2.0,73.52941176470588,3
400,Electronic City,1400.0,2.0,71.42857142857143,3
401,Electronic City,1065.0,2.0,93.89671361502347,2
402,Electronic City,1025.0,2.0,97.5609756097561,2
403,Electronic City,1160.0,2.0,86.20689655172414,3
404,Electronic City,1400.0,3.0,71.42857142857143,3
405,Electronic City,1287.0,3.0,77.7000777000777,3
406,Electronic City,1258.0,2.0,79.4912559618442,2
407,Electronic City,1386.0,2.0,72.15007215007215,2
408,Electronic City,1025.0,2.0,97.5609756097561,2
409,Electronic City,1140.0,2.0,87.71929824561404,2
410,Electronic City,1070.0,2.0,93.45794392523365,2
411,Electronic City,1342.0,2.0,74.51564828614009,2
412,Electronic City,1275.0,3.0,78.43137254901961,3
413,Electronic City,1200.0,2.0,83.33333333333333,2
414,Electronic City,1005.0,2.0,99.50248756218906,2
415,Electronic City,1110.0,2.0,90.09009009009009,2
416,Electronic City,1250.0,2.0,80.0,2
417,Electronic City,1020.0,2.0,98.03921568627452,2
418,Electronic City,1025.0,2.0,97.5609756097561,2
419,Electronic City,1128.0,2.0,88.65248226950355,2
420,Electronic City,1220.0,2.0,81.9672131147541,3
421,Electronic City,1220.0,2.0,81.9672131147541,3
422,Electronic City,1060.0,2.0,94.33962264150944,2
423,Electronic City,1000.0,2.0,100.0,2
424,Electronic City,870.0,2.0,114.94252873563218,2
425,Electronic City,1275.0,3.0,78.43137254901961,3
426,Electronic City,1518.0,3.0,65.87615283267458,3
427,Electronic City,1090.0,2.0,91.74311926605505,1
428,Electronic City,1140.0,2.0,87.71929824561404,2
429,Electronic City,1125.0,2.0,88.88888888888889,2
430,Electronic City,1060.0,2.0,94.33962264150944,2
431,Electronic City,1200.0,2.0,83.33333333333333,2
432,Electronic City,1353.0,2.0,73.90983000739098,2
433,Electronic City,1128.0,2.0,88.65248226950355,2
434,Electronic City,1070.0,2.0,93.45794392523365,2
435,Electronic City,1521.0,2.0,65.74621959237344,3
436,Electronic City,1210.0,2.0,82.64462809917356,2
437,Electronic City,1070.0,2.0,93.45794392523365,2
438,Electronic City,1400.0,2.0,71.42857142857143,3
439,Electronic City,1190.0,2.0,84.03361344537815,2
440,Electronic City,880.0,2.0,113.63636363636364,2
441,Electronic City,1150.0,2.0,86.95652173913044,2
442,Electronic City,1200.0,4.0,83.33333333333333,4
443,Electronic City,1165.0,2.0,85.83690987124463,2
444,Electronic City,1221.0,2.0,81.9000819000819,2
445,Electronic City,1200.0,3.0,83.33333333333333,3
446,Electronic City,970.0,2.0,103.09278350515464,2
447,Electronic City,1500.0,3.0,66.66666666666667,3
448,Electronic City,995.0,2.0,100.50251256281408,2
449,Electronic City,1342.0,2.0,74.51564828614009,2
450,Electronic City,1320.0,2.0,75.75757575757575,3
451,Electronic City,1128.0,2.0,88.65248226950355,2
452,Electronic City,1125.0,2.0,88.88888888888889,2
453,Electronic City,825.0,2.0,121.21212121212122,2
454,Electronic City,1575.0,3.0,63.492063492063494,3
455,Electronic City,1070.0,2.0,93.45794392523365,2
456,Electronic City,1025.0,2.0,97.5609756097561,2
457,Electronic City,1500.0,2.0,66.66666666666667,3
458,Electronic City,1500.0,2.0,66.66666666666667,3
459,Electronic City,1140.0,2.0,87.71929824561404,2
460,Electronic City,1355.0,2.0,73.80073800738008,2
461,Electronic City,1360.0,2.0,73.52941176470588,3
462,Electronic City,1060.0,2.0,94.33962264150944,2
463,Electronic City Phase II,1056.0,2.0,94.6969696969697,2
464,Electronic City Phase II,1020.0,2.0,98.03921568627452,2
465,Electronic City Phase II,1069.0,2.0,93.54536950420955,2
466,Electronic City Phase II,1220.0,2.0,81.9672131147541,3
467,Electronic City Phase II,1000.0,2.0,100.0,2
468,Electronic City Phase II,1090.0,2.0,91.74311926605505,2
469,Electronic City Phase II,1400.0,2.0,71.42857142857143,3
470,Electronic City Phase II,1266.0,2.0,78.98894154818325,2
471,Electronic City Phase II,1000.0,2.0,100.0,2
472,Electronic City Phase II,1320.0,2.0,75.75757575757575,3
473,Electronic City Phase II,1220.0,3.0,81.9672131147541,3
474,Electronic City Phase II,972.0,2.0,102.88065843621399,2
475,Electronic City Phase II,1400.0,2.0,71.42857142857143,3
